cliente_id;nome;cpf;data_nascimento;score_credito;renda_mensal;estado;data_cadastro
7997;Calebe das Neves;931.267.584-28;1961-03-25;675;5040.24;SC;2024-05-27
7998;Pedro Henrique Ferreira;685.403.712-35;1967-07-21;585;5150.39;PE;2024-09-29
7999;Dr. Ravi Mendonça;382.154.769-37;1998-11-21;762;5813.21;SC;2021-03-28
8000;Sophia Souza;814.059.672-85;1996-02-25;698;6149.2;CE;2021-08-09
8001;Mirella Costela;961.507.834-48;1989-09-14;725;5839.31;CE;2024-08-09
8002;Antonella Dias;420.398.157-32;1998-01-09;510;3617.5;RJ;2024-03-24
8003;Dr. Enzo Gabriel Silveira;468.517.392-91;1963-02-16;661;7106.46;RJ;2021-08-29
8004;Otávio Silva;760.832.451-17;1963-12-16;561;5292.79;RS;2023-01-09
8005;Srta. Maria Laura Caldeira;042.691.583-60;2006-01-30;580;4750.47;CE;2024-10-09
8006;Sofia Alves;067.921.843-22;2002-11-29;801;7172.29;CE;2023-05-14
8007;Alexia Leão;039.451.268-51;1997-02-01;471;3195.52;SC;2021-03-23
8008;Ayla Rocha;890.415.637-84;1978-10-23;770;6301.88;BA;2024-08-18
8009;Melissa Lima;631.859.724-73;2001-03-08;482;3037.05;GO;2023-08-02
8010;Lavínia Caldeira;865.194.023-89;1973-11-12;704;6626.41;CE;2023-12-07
8011;Otto Marques;263.580.794-92;1959-06-19;622;7451.31;SP;2023-03-28
8012;Ana Vitória Caldeira;745.281.630-71;1994-06-28;718;5500.52;SC;2024-10-02
8013;Benício Araújo;402.369.815-60;1961-08-04;522;3201.12;SP;2022-03-19
8014;Davi Lucas Pimenta;731.460.985-39;1973-02-23;660;4791.22;CE;2022-01-06
8015;Emanuella Duarte;431.850.267-80;1982-01-17;820;8026.31;SP;2024-07-15
8016;Dr. Davi Lucca Fonseca;827.436.591-73;2001-07-18;695;4381.0;BA;2021-07-22
8017;Sra. Ísis Garcia;792.410.653-70;1980-06-03;539;5567.68;PR;2023-04-25
8018;André Pereira;673.980.142-87;1980-06-19;552;5538.14;SP;2023-07-25
8019;Marina Machado;102.647.958-49;1974-10-28;676;5459.72;PR;2023-01-05
8020;Daniela Pires;736.841.925-46;1996-03-02;535;4185.76;BA;2022-12-23
8021;Heloisa Santos;817.093.452-41;1986-01-06;642;6168.54;RS;2022-07-21
8022;Elisa Câmara;710.952.483-32;1975-12-10;513;3841.18;GO;2021-04-08
8023;Kevin Souza;235.860.179-95;1971-05-19;625;5662.68;BA;2023-07-28
8024;Sra. Catarina Ramos;321.460.589-51;1962-02-04;510;2763.43;PR;2021-11-25
8025;Eduardo Vieira;578.132.640-53;1964-09-26;700;4082.05;RS;2024-02-18
8026;Maria Luiza da Luz;243.561.089-06;1993-08-07;774;6036.07;PE;2024-08-20
8027;Theodoro Casa Grande;705.632.918-77;2003-10-26;434;2991.58;BA;2023-04-02
8028;José Oliveira;376.901.258-59;1978-09-06;665;4787.3;BA;2021-12-19
8029;Levi Lopes;182.904.637-31;1984-07-12;622;5716.08;GO;2021-07-02
8030;Yan Guerra;041.875.396-20;1987-02-09;595;3822.94;BA;2022-12-22
8031;Ana Vitória Fernandes;953.062.871-40;1980-02-14;584;6086.84;CE;2024-01-08
8032;Rebeca Siqueira;361.540.972-80;1975-08-08;822;4556.07;RS;2022-10-11
8033;Eduarda Guerra;462.037.185-80;1975-01-25;750;6250.15;PR;2021-07-27
8034;Sr. Ravi Lucca Nunes;930.657.842-38;1956-09-28;730;5289.51;RJ;2024-08-02
8035;Apollo Peixoto;981.637.042-50;1974-09-22;407;3840.49;SC;2022-10-03
8036;Nathan Cavalcanti;378.120.954-79;1986-09-14;507;2667.71;CE;2023-10-16
8037;Evelyn Guerra;219.345.708-50;1963-07-13;461;4288.91;MG;2023-02-23
8038;Maria Clara Monteiro;834.167.905-10;1989-07-02;636;5870.47;RS;2022-06-27
8039;Vitor Macedo;769.130.524-99;1989-09-15;700;5179.07;GO;2022-12-20
8040;Luigi Cavalcante;974.601.538-93;1974-03-10;611;4376.56;BA;2023-06-16
8041;Dr. Davi Luiz Moraes;047.158.263-80;1959-10-19;594;3784.75;BA;2021-11-23
8042;Ester Silva;962.537.408-65;1958-10-04;666;6403.12;MG;2022-10-24
8043;Srta. Daniela Pereira;814.970.263-69;1969-03-31;522;5457.27;SP;2021-08-17
8044;Isabela Gomes;329.516.870-95;1957-10-25;633;5305.08;RS;2024-04-06
8045;Dra. Luísa Pastor;786.902.543-74;1996-09-25;416;1520.74;PR;2023-11-03
8046;Luísa da Costa;532.480.917-97;1963-08-07;637;5885.73;PE;2022-08-30
8047;Heloísa das Neves;673.108.245-71;1958-09-11;539;5982.09;PE;2024-01-08
8048;Dra. Olivia Jesus;198.367.452-46;1999-12-06;708;4755.66;MG;2023-03-27
8049;Sophia da Mota;598.416.037-48;1998-02-07;623;7460.93;CE;2024-11-25
8050;Alana Nunes;901.284.756-76;1962-10-08;470;4288.27;RJ;2022-02-11
8051;Letícia Alves;473.201.698-78;1974-02-07;581;5354.9;RJ;2021-07-05
8052;Ísis Andrade;168.974.032-96;1998-08-23;772;5789.76;CE;2024-09-20
8053;Dra. Esther Cavalcanti;683.124.905-15;2008-01-01;754;8253.2;SC;2022-06-24
8054;Sra. Maria Fernanda Almeida;640.932.875-38;2000-07-24;627;5800.89;MG;2022-11-28
8055;Alexandre da Conceição;108.926.753-30;1962-09-30;549;4411.26;PE;2022-12-26
8056;Maria Cecília Barros;951.723.468-64;1976-07-09;598;5580.94;SC;2021-09-30
8057;Paulo Lima;415.729.083-60;1963-01-18;764;6002.35;SC;2021-08-01
8058;Lavínia da Paz;267.530.914-16;1968-11-10;804;7962.05;PR;2024-06-10
8059;Sra. Clara Borges;958.743.601-66;1957-09-21;721;5251.97;CE;2021-06-18
8060;Maria Sophia Aragão;674.231.985-28;2005-06-20;546;3555.62;BA;2022-04-06
8061;Liam Nogueira;328.465.907-29;2006-07-12;733;4652.23;GO;2021-03-25
8062;Bruno Ramos;469.170.538-48;2003-08-20;701;4526.89;RS;2024-01-28
8063;Antony Gonçalves;231.605.847-71;1986-06-22;718;5761.22;MG;2024-09-29
8064;Felipe Cunha;950.641.237-52;1995-11-28;780;7381.45;PR;2021-02-23
8065;Enzo da Rosa;306.798.415-39;1980-08-02;792;7796.82;GO;2022-04-05
8066;Maria Luiza Rios;598.123.746-55;1992-05-12;637;3937.21;RS;2022-05-18
8067;Matheus Mendes;683.527.409-38;1984-12-14;493;1857.15;RS;2023-06-21
8068;Dr. Lucas Gabriel Rodrigues;458.206.319-51;1993-01-28;489;3980.82;RS;2021-10-25
8069;Joaquim Castro;124.307.586-44;1984-04-12;552;4235.86;SP;2022-08-31
8070;Sofia Barbosa;543.706.912-06;1963-12-20;679;5127.93;RS;2021-02-12
8071;Dr. Davi Lucas Ribeiro;280.174.563-44;2002-09-06;485;3826.77;CE;2023-09-17
8072;Dr. Asafe da Cruz;657.290.381-86;1972-12-31;512;3825.21;GO;2023-04-29
8073;Francisco Campos;604.379.152-80;1988-04-15;781;5977.49;PE;2024-02-03
8074;Dom Caldeira;941.087.325-88;1999-08-03;832;8087.64;CE;2022-01-29
8075;Dra. Ana Liz Rocha;546.927.830-10;1959-10-06;550;3288.88;SC;2022-01-17
8076;Caio Nogueira;250.489.367-10;1997-12-31;613;6057.33;PE;2024-04-04
8077;Leonardo Viana;075.923.186-95;1990-05-24;561;5396.09;SC;2024-07-08
8078;Rael Barbosa;572.084.391-41;2006-06-10;765;5345.97;CE;2023-03-04
8079;Aurora Correia;407.236.195-06;1960-11-21;538;5016.66;PR;2024-12-18
8080;Gael Guerra;059.687.134-10;1961-08-22;638;4417.94;BA;2022-06-24
8081;Igor Ferreira;257.804.693-00;1998-10-31;577;4545.48;SC;2023-01-29
8082;Cauê Freitas;214.563.980-24;1996-05-24;432;4221.64;BA;2022-04-26
8083;Apollo da Rosa;064.123.597-61;2005-03-28;562;1712.28;BA;2024-01-12
8084;Bárbara Peixoto;675.940.281-20;2003-08-21;617;4194.43;BA;2021-06-07
8085;Ana Vitória Lima;730.186.492-22;2000-02-23;822;5990.55;MG;2022-10-21
8086;Dra. Maria Fernanda Azevedo;931.652.704-06;1958-07-25;488;4411.93;RS;2024-01-08
8087;Maria Julia Rocha;279.834.016-04;1966-08-27;540;3540.54;CE;2021-09-21
8088;Dra. Mariah Freitas;035.628.491-33;1966-07-14;681;4407.53;RJ;2023-11-06
8089;Lorena Jesus;467.831.295-19;1977-12-25;445;5286.0;GO;2024-01-02
8090;Samuel Peixoto;427.061.598-20;2004-03-24;689;5247.79;BA;2021-08-03
8091;Maria Mendonça;198.057.342-50;1966-10-01;619;5457.86;CE;2022-04-12
8092;Isis Pimenta;507.932.148-23;1965-11-20;736;5132.02;BA;2024-12-08
8093;Maysa Costa;310.547.289-41;1969-10-18;663;4797.3;PE;2022-04-04
8094;Otávio Siqueira;630.459.178-01;1962-10-25;597;4936.69;GO;2022-07-06
8095;Dr. Liam Pastor;067.189.524-94;1992-09-04;619;5687.57;CE;2021-04-19
8096;Sabrina da Mata;764.318.920-03;1979-04-03;678;3915.83;GO;2024-06-21
8097;Evelyn Novaes;479.380.126-96;2004-11-13;457;3286.28;GO;2023-10-16
8098;Felipe Moreira;642.793.158-09;1965-07-23;839;5860.41;CE;2023-06-13
8099;Rhavi Cavalcante;946.028.731-03;1967-03-20;595;4223.65;RJ;2021-12-17
8100;Luiz Fernando Freitas;973.801.654-10;1994-05-28;553;4602.24;SP;2024-02-21
8101;Laís Gonçalves;263.714.890-03;1980-11-27;788;6759.97;GO;2024-02-19
8102;Hadassa Cardoso;235.401.789-88;1956-02-12;523;6937.23;SP;2022-12-13
8103;Maria Cecília da Mata;539.840.261-70;1976-04-26;629;4454.78;GO;2024-12-17
8104;Dra. Beatriz Pastor;602.531.947-25;2007-07-09;789;5842.93;MG;2021-05-11
8105;Joana Dias;462.530.918-24;1964-12-21;819;5681.36;BA;2021-05-14
8106;Enzo Moreira;546.817.920-20;1990-05-06;791;6529.05;PR;2024-03-12
8107;Luigi da Paz;817.529.340-32;1978-01-12;774;8093.77;PR;2021-02-26
8108;Sr. Igor Cunha;740.916.283-03;1986-09-01;484;5147.77;CE;2023-10-03
8109;Maria Laura Campos;369.021.745-80;1998-12-13;450;2552.82;SC;2024-12-13
8110;Vinicius Moreira;318.295.047-97;1992-09-22;523;4687.64;MG;2023-03-23
8111;Léo Vargas;724.690.183-31;1968-10-05;623;4816.86;RS;2024-09-17
8112;Maria Júlia Freitas;930.127.548-14;2006-05-02;637;5687.29;GO;2022-09-27
8113;Marcela Borges;370.528.469-00;1981-11-03;700;6694.17;PE;2024-11-28
8114;Luiz Gustavo das Neves;290.684.157-94;1969-12-25;838;6682.64;PR;2022-11-08
8115;Yan Aparecida;986.034.152-42;1992-07-31;557;5069.54;RS;2024-03-13
8116;Dr. Arthur Miguel Monteiro;369.158.047-57;1963-05-30;482;3177.3;PE;2023-04-14
8117;Alana Moraes;317.849.062-04;1976-02-08;739;5787.87;MG;2024-01-11
8118;Dr. Luiz Henrique Oliveira;410.387.926-22;1974-07-04;475;2310.2;CE;2022-10-07
8119;Sophie da Mota;521.379.846-28;1987-01-08;625;6141.9;SP;2024-06-02
8120;Levi Ribeiro;231.569.784-00;1986-05-18;755;6150.88;SP;2024-12-29
8121;Thomas Campos;925.014.673-61;2001-12-29;850;6695.18;BA;2024-04-18
8122;Srta. Catarina Andrade;268.930.745-65;1960-08-06;603;2256.56;RJ;2021-05-26
8123;Lavínia Martins;921.870.346-31;2006-10-20;566;5380.02;CE;2021-05-11
8124;João Guilherme Rezende;309.425.617-16;1973-12-17;807;5625.77;PE;2023-04-28
8125;Gabrielly Abreu;409.762.813-50;2005-11-11;675;6446.88;MG;2022-02-03
8126;Lara Pinto;801.579.463-39;1959-08-25;621;2684.72;RS;2024-05-16
8127;Sophia Araújo;784.203.561-07;1984-10-06;649;5953.43;MG;2022-01-07
8128;Pedro Lucas Câmara;978.234.156-82;1996-12-08;506;3793.85;SP;2024-08-22
8129;Letícia Moreira;981.364.705-10;1977-05-13;481;1277.85;GO;2021-09-02
8130;Vinicius Nogueira;249.081.765-58;1979-06-19;743;5940.25;BA;2021-07-02
8131;Agatha Fogaça;137.804.652-80;1972-05-25;811;7345.32;RJ;2023-04-07
8132;Enzo Gabriel Costa;517.923.068-30;1985-03-17;577;4532.82;CE;2024-12-06
8133;Cecília Barros;972.504.681-11;1983-03-02;687;6462.88;SC;2023-04-15
8134;João Felipe Dias;935.417.068-48;2002-07-28;658;6369.59;SC;2024-11-27
8135;Sra. Clarice Jesus;217.864.539-91;1971-12-22;584;3674.86;GO;2021-10-11
8136;Pedro Albuquerque;256.903.741-99;1972-08-22;612;5101.18;BA;2022-01-10
8137;Lunna Leão;876.190.345-01;1985-01-26;475;2463.28;RJ;2022-09-30
8138;Mirella Abreu;216.475.039-06;1976-06-05;673;4977.64;BA;2021-12-30
8139;Milena Caldeira;895.167.340-57;1967-03-05;600;4440.31;SC;2022-06-01
8140;Ravi Lucca Novaes;072.396.548-00;2003-12-11;802;7677.76;GO;2021-07-05
8141;Sr. Lucas Sá;490.568.327-00;2008-05-06;471;3235.21;MG;2022-06-18
8142;Caleb da Luz;469.385.072-10;1971-12-18;722;6377.94;SC;2022-02-15
8143;Dra. Melissa Pacheco;309.657.481-20;1985-09-25;615;3782.4;RS;2022-12-21
8144;Sra. Kamilly Pinto;859.027.413-60;2008-06-28;538;3787.23;RJ;2022-11-27
8145;Sr. Bento Sampaio;738.429.065-10;1972-02-16;653;6927.73;GO;2021-07-12
8146;Gael da Rocha;930.514.682-15;2001-01-18;537;3269.96;PE;2022-06-12
8147;Sabrina Novais;168.345.972-55;1985-02-02;606;5879.74;SP;2024-05-26
8148;Joaquim Garcia;594.781.026-30;1985-06-13;446;5021.63;SP;2024-02-15
8149;Arthur Gabriel das Neves;783.260.154-07;1996-03-15;599;4057.68;SP;2024-10-30
8150;Dra. Allana Sales;501.482.793-41;1986-02-28;427;4122.52;BA;2021-07-15
8151;João Felipe Martins;610.987.524-49;1961-09-11;599;4962.71;MG;2021-01-04
8152;Dr. Emanuel Rocha;235.164.079-99;1985-01-12;511;3768.9;PE;2021-01-26
8153;Dr. Lucca Sales;289.741.350-60;1956-07-01;561;4387.41;SP;2022-11-01
8154;Júlia Cassiano;790.328.415-05;1955-08-27;539;2777.82;SC;2022-09-20
8155;Melissa Cunha;258.169.043-70;1983-02-01;850;5436.6;SP;2024-03-09
8156;Maitê Marques;563.840.129-60;1965-08-17;641;3355.97;CE;2023-02-07
8157;Jade Carvalho;034.759.268-65;1955-12-10;380;3137.83;RJ;2021-12-20
8158;Antônio Fogaça;618.592.370-02;1993-05-19;640;6381.5;RS;2024-07-27
8159;Maria Vitória Viana;183.759.204-79;1974-08-19;667;5186.19;CE;2023-10-18
8160;Luara Novaes;851.732.069-77;1969-09-25;506;5547.01;MG;2024-01-02
8161;Maria Vitória Mendes;824.137.506-90;1986-11-07;731;4601.67;RS;2022-12-09
8162;Gabriela da Rosa;215.679.438-37;1961-07-21;624;5136.05;RJ;2024-10-31
8163;Arthur Gabriel Costela;964.738.152-28;1962-03-26;578;5395.85;MG;2024-05-13
8164;Beatriz Campos;056.218.749-94;1970-08-25;719;5561.51;BA;2024-03-21
8165;Isabelly Aragão;480.231.657-71;1998-04-22;586;6186.96;MG;2023-06-22
8166;Melina Moreira;938.710.526-12;1995-01-16;731;5920.36;MG;2023-11-06
8167;Luiz Otávio Souza;456.792.038-47;1983-01-10;424;3736.0;MG;2023-07-01
8168;Ana Liz Sales;276.483.059-92;2007-02-16;703;2869.48;SP;2024-06-28
8169;Letícia Pinto;625.174.098-11;1966-01-22;650;4783.31;SP;2024-01-06
8170;Sr. João Guilherme Ferreira;481.657.302-07;1973-09-05;593;3836.62;RJ;2022-10-01
8171;Júlia Mendes;748.156.230-07;1982-09-14;602;6207.99;PR;2021-08-09
8172;Lorenzo Mendonça;031.584.769-75;1973-10-05;566;5493.57;BA;2024-10-30
8173;Gael Marques;098.142.635-24;1973-07-06;523;4942.76;MG;2024-04-23
8174;Cauã Mendes;513.908.467-84;1979-06-05;620;5312.02;PE;2021-12-09
8175;Noah Vieira;821.453.069-51;1985-08-06;620;5601.63;RJ;2023-10-17
8176;Henry Gabriel da Rosa;728.615.430-35;1976-01-14;311;1068.17;RS;2024-05-20
8177;José Machado;184.930.256-15;1996-08-02;670;3316.46;MG;2024-06-09
8178;Rafaela Marques;602.843.179-69;1962-07-08;556;4393.66;BA;2023-07-21
8179;Sr. Arthur Miguel Freitas;591.602.784-20;1990-01-31;520;3468.44;PE;2023-03-08
8180;Josué Cavalcanti;405.261.738-07;1974-07-02;652;6225.29;GO;2021-08-27
8181;Isaac da Cruz;092.156.847-94;1967-03-12;504;3456.94;PE;2021-05-15
8182;Carolina Moreira;950.461.387-00;2008-06-16;532;1834.62;BA;2022-05-20
8183;Ana Lívia Mendonça;723.608.491-31;1981-10-11;637;6030.72;BA;2021-10-17
8184;Noah Carvalho;386.075.941-84;1961-02-06;741;5057.23;RS;2023-10-03
8185;Yuri Duarte;901.625.348-33;1997-06-03;469;3773.61;RS;2023-04-08
8186;José Miguel da Mota;831.642.590-42;1996-02-26;719;5906.85;SP;2023-01-04
8187;José Miguel Câmara;795.084.316-01;2007-02-26;654;6373.83;SP;2023-09-11
8188;Sabrina da Rocha;314.057.298-05;1999-07-08;531;4028.03;CE;2021-07-22
8189;Diogo Alves;136.257.409-07;2000-10-16;816;6331.19;PE;2021-07-06
8190;Bryan Abreu;917.863.402-40;1991-06-21;467;3066.64;BA;2023-12-16
8191;Diogo Rodrigues;591.823.674-00;1959-06-28;507;4413.16;CE;2024-03-23
8192;Danilo Lima;014.578.369-39;1967-03-17;512;4367.03;PE;2023-12-05
8193;Benício Cassiano;450.798.213-88;1961-05-01;531;2124.62;SC;2024-01-24
8194;Isabel Mendonça;408.297.631-04;2002-09-22;656;5396.46;RS;2022-08-02
8195;Ravi da Luz;061.943.582-89;1963-10-25;682;4783.01;BA;2021-10-05
8196;Maria Julia Carvalho;049.132.675-07;1999-08-06;526;4609.47;GO;2022-02-10
8197;Srta. Emanuella Campos;510.639.874-66;2007-06-05;802;6427.17;PR;2024-07-06
8198;Eloá Andrade;302.674.198-13;1964-11-17;670;5038.41;SC;2023-04-08
8199;Nathan Melo;310.679.845-93;2004-05-25;434;4439.43;SC;2023-02-12
8200;Theo Montenegro;395.670.812-12;1964-03-07;729;6542.77;RJ;2023-10-02
8201;Matheus Gomes;795.328.160-03;2005-08-25;598;5381.06;SP;2023-10-04
8202;Dra. Olivia Macedo;123.674.509-43;1971-09-30;727;7436.16;RJ;2022-10-21
8203;Bella Silveira;715.396.024-43;1968-08-22;738;5967.82;PE;2023-09-19
8204;Manuela Nunes;167.028.349-69;2004-02-04;463;3859.66;CE;2023-03-08
8205;Valentim Fogaça;785.902.143-97;1970-05-16;650;5909.03;PR;2023-10-17
8206;Samuel Montenegro;580.394.172-79;1981-01-13;782;6160.85;PR;2024-11-01
8207;Paulo Ramos;926.851.034-06;1983-03-30;850;5040.71;SP;2023-12-17
8208;Lorena Ferreira;516.274.893-55;1962-02-04;670;4561.48;SP;2022-01-21
8209;Sra. Bianca da Conceição;431.208.756-35;1969-01-13;391;2926.23;RJ;2022-09-21
8210;Clara Rocha;961.032.548-33;1979-11-15;445;3398.57;CE;2024-03-15
8211;Dr. Davi Lucas Andrade;319.245.680-98;1967-03-20;624;6110.54;PE;2021-12-22
8212;Guilherme Gomes;689.043.725-00;1995-05-14;439;4420.45;BA;2021-04-09
8213;Stella Mendonça;159.734.802-32;1967-10-15;631;6076.85;PE;2021-02-27
8214;Noah Araújo;196.270.583-86;1972-01-24;568;3211.76;SP;2022-09-13
8215;Lorenzo Cirino;972.483.601-04;1979-05-11;473;2492.19;SC;2022-01-21
8216;Hellena Moreira;706.954.132-52;1983-12-10;677;6892.92;BA;2024-01-07
8217;Heitor das Neves;639.701.258-12;1984-07-08;552;5045.14;SP;2024-11-02
8218;Dra. Agatha Fernandes;403.691.287-96;1998-04-22;437;3676.32;SC;2023-11-08
8219;Pedro Lucas da Rosa;310.967.485-84;1955-07-14;700;4151.88;PE;2022-01-01
8220;Srta. Isis Gomes;791.305.684-39;1999-01-17;595;5475.92;PE;2023-01-30
8221;Evelyn Guerra;921.785.460-30;2003-11-19;300;3735.45;SP;2022-03-16
8222;Dr. André Barros;827.904.651-85;2001-07-15;662;6012.73;RJ;2023-07-26
8223;Benjamim Macedo;075.624.983-00;1989-11-28;570;2837.28;MG;2022-03-30
8224;Gabriel Rios;725.601.938-68;1988-08-03;684;5389.41;BA;2021-05-30
8225;Danilo Castro;632.571.498-91;1960-08-03;623;6071.61;RS;2023-10-12
8226;Maria Helena Rios;154.630.897-01;1984-09-18;711;7609.24;RS;2024-03-15
8227;Agatha Pires;179.680.452-58;1956-07-17;638;4412.79;CE;2021-02-01
8228;Maria Laura Monteiro;162.359.784-64;1979-11-17;597;5191.66;SP;2023-02-21
8229;Nina Novaes;049.723.851-97;1962-12-06;741;4460.97;RS;2024-11-12
8230;Dr. Mateus da Conceição;540.389.176-57;1956-03-05;621;6577.54;RJ;2022-08-18
8231;Lorenzo Porto;615.038.297-40;1982-07-13;591;5659.01;SP;2022-05-08
8232;Sr. Enrico Machado;340.596.217-06;1992-12-02;679;6387.86;BA;2021-12-29
8233;Danilo Lima;846.735.210-80;1998-03-17;522;3370.6;SC;2022-04-13
8234;Maya da Rocha;410.938.256-42;1998-02-17;622;3443.78;BA;2023-04-04
8235;Ester Garcia;861.320.549-60;1991-10-20;587;4948.88;SP;2021-11-16
8236;Dom Rocha;520.683.197-21;1988-04-30;834;7074.72;MG;2024-05-11
8237;Valentina Gonçalves;769.081.325-95;1988-09-17;695;6724.48;RS;2024-06-27
8238;Ana Carolina Campos;937.216.548-46;1980-09-05;504;3866.92;PR;2023-05-16
8239;Catarina da Cunha;146.735.289-64;2001-03-22;850;6720.88;CE;2024-12-25
8240;Theodoro Pacheco;209.681.753-68;1979-04-25;753;6987.74;PR;2022-02-24
8241;Henry Gabriel Ramos;871.569.320-12;1963-08-27;442;3846.48;PR;2023-04-19
8242;João Miguel Costa;713.025.486-62;2003-02-09;637;5425.96;SP;2023-05-02
8243;Sr. Leandro Fonseca;150.479.836-84;1975-10-22;529;3115.08;SC;2023-02-12
8244;Dante Pacheco;865.924.713-28;1958-08-18;562;4398.21;PR;2022-01-24
8245;Juan da Costa;217.568.903-40;2001-10-18;762;7913.31;GO;2022-06-04
8246;Sr. Rhavi Moreira;263.157.098-77;2000-11-09;787;7156.19;CE;2021-01-22
8247;Hellena Pinto;284.396.750-38;1958-09-03;499;3583.1;SC;2021-03-27
8248;Levi Siqueira;471.859.026-49;1983-11-20;645;4527.56;GO;2021-09-21
8249;Dr. Gustavo Cavalcante;182.594.376-19;1965-08-12;689;6232.49;RS;2021-05-25
8250;Sra. Ana Carolina da Cruz;351.204.967-25;1994-07-20;684;6497.13;RJ;2021-08-25
8251;Gabrielly da Cunha;310.459.287-04;1966-08-26;511;5020.83;MG;2023-09-28
8252;Benicio Monteiro;925.061.473-06;1959-08-19;536;3347.06;RJ;2022-01-11
8253;Arthur Gabriel Oliveira;804.591.732-60;1989-12-07;683;6679.87;PE;2022-11-02
8254;José Farias;192.480.376-31;2005-10-04;678;5444.8;MG;2022-06-10
8255;Bruno Peixoto;860.745.913-93;1968-11-24;657;5392.43;SC;2022-08-07
8256;Dr. André Brito;865.394.120-70;1995-10-31;484;2629.38;PE;2022-08-10
8257;Gael Costa;351.976.084-39;1979-05-04;610;4959.86;PR;2024-03-13
8258;Mateus Gonçalves;154.083.976-10;2006-02-15;621;5644.1;PR;2021-08-11
8259;Sra. Esther Azevedo;824.015.973-79;1979-01-28;594;5314.98;RJ;2023-03-20
8260;Marcela Cavalcanti;279.863.154-82;1992-10-03;602;6639.36;RS;2021-06-27
8261;Sra. Elisa Câmara;386.052.149-70;2007-03-05;629;7372.72;PE;2023-10-17
8262;Rodrigo Novais;268.017.549-20;1985-03-01;662;5082.32;RS;2021-09-18
8263;Alexandre Sousa;341.628.570-08;1998-05-25;512;2653.11;PE;2021-03-15
8264;Danilo Pimenta;210.493.785-04;1960-09-25;501;3128.39;GO;2023-09-08
8265;Julia Sousa;170.495.238-79;1999-09-20;667;4809.83;RJ;2021-08-17
8266;Renan Martins;340.689.572-74;2004-03-22;642;6417.98;RS;2021-03-19
8267;Srta. Isabel Fernandes;469.172.053-70;1994-06-22;609;6951.16;SC;2022-01-13
8268;Maria Luiza Sampaio;618.320.957-03;1994-04-02;478;3673.42;RJ;2024-11-21
8269;Mariane Pastor;147.682.503-35;1980-03-24;555;5376.51;RJ;2022-05-11
8270;Sabrina Cassiano;854.627.319-73;1989-02-08;351;1364.88;SC;2024-06-14
8271;Lara Brito;631.952.780-30;2003-07-28;607;6407.38;BA;2023-06-17
8272;Bella Ramos;268.190.534-60;1995-05-27;647;3824.45;MG;2023-06-25
8273;Vinícius Lima;534.980.612-24;1962-05-17;476;5480.99;CE;2021-03-26
8274;Srta. Isabel Moura;984.520.713-88;1966-01-21;545;3417.04;PE;2022-01-23
8275;João Gabriel Moura;371.692.058-40;1958-06-25;797;7387.1;RS;2022-10-14
8276;Sra. Isabella Freitas;603.815.794-84;1985-06-26;772;5225.96;SP;2024-03-10
8277;Diego Correia;593.807.426-65;1957-08-16;436;3621.17;SP;2021-11-09
8278;Sara Andrade;104.389.652-05;1974-09-15;660;5644.6;BA;2022-05-29
8279;Bryan Guerra;278.513.046-44;1991-07-08;797;4642.23;MG;2022-12-19
8280;Maria Julia Albuquerque;981.246.750-58;1985-09-04;723;4687.37;GO;2022-02-15
8281;Emanuelly Fernandes;239.108.654-70;1961-11-13;722;5301.04;SP;2023-03-13
8282;Emanuel Guerra;843.219.570-79;1988-05-02;522;3566.1;SC;2021-11-10
8283;Matteo Camargo;140.635.728-62;1958-10-15;446;3608.43;PR;2023-11-02
8284;Maria Alice Carvalho;382.941.670-96;1963-12-04;527;5002.3;RJ;2022-04-07
8285;Benjamim Peixoto;734.850.129-04;2001-09-20;696;7256.16;MG;2024-07-08
8286;Stella da Luz;185.702.394-32;1974-06-11;663;5824.68;RS;2022-11-19
8287;Maria Vitória Moreira;359.072.681-40;1957-01-25;788;5676.34;GO;2021-02-21
8288;Pietro Ferreira;265.073.148-62;1991-12-14;441;3728.09;GO;2021-05-23
8289;Caroline Rocha;049.236.751-52;1972-06-11;449;6045.94;RS;2024-05-17
8290;Rodrigo Ramos;425.139.706-16;1975-10-16;794;8515.98;PE;2022-08-13
8291;Caroline Santos;456.803.921-51;1964-01-07;627;5566.57;PE;2021-11-26
8292;Luan Viana;945.310.827-88;1958-05-11;564;5394.92;MG;2024-01-26
8293;Sra. Maria Alice Machado;309.875.162-21;1991-05-29;474;1248.91;BA;2021-04-27
8294;Isis Barbosa;297.458.106-49;1960-11-09;525;2744.53;RJ;2024-11-03
8295;Sr. Diogo Vargas;650.731.249-52;1997-07-06;797;8191.68;RJ;2023-04-20
8296;Lara Garcia;835.102.649-24;2001-03-12;451;4899.72;PE;2023-12-31
8297;Isabella Borges;685.130.497-00;1969-10-02;734;4302.22;SP;2024-06-20
8298;Brenda Machado;034.689.215-51;1972-04-17;573;4003.84;MG;2022-10-21
8299;Sra. Heloísa Moura;692.035.418-70;1968-12-25;709;4443.22;BA;2021-03-20
8300;Sr. Noah Brito;945.168.732-73;1961-10-04;608;4178.07;MG;2021-08-01
8301;Dr. Levi Viana;491.832.670-69;1998-06-25;676;5191.21;RS;2021-01-13
8302;Valentim Marques;216.947.083-22;1978-04-26;555;4226.7;SC;2021-01-08
